ID	NEV	ERV_KEZD	ERV_VEGE	KIHIRDETES_ID
29111	"Bausch & Lomb"	2015.01.01	2099.12.31	1001
29112	"Respironics Inc."	2015.01.01	2099.12.31	1001
29113	"Dispomedicor Zrt."	2015.01.01	2099.12.31	1001
29114	"Roche Diagnostics GmbH"	2015.01.01	2099.12.31	1001
29115	"Disetronc Medical Systems AG"	2015.01.01	2099.12.31	1001
29116	"Hajnal Bt."	2015.01.01	2099.12.31	1001
29118	"SALUS Orthopedtechnika"	2015.01.01	2099.12.31	1001
29120	"OMRON B.V."	2015.01.01	2099.12.31	1001
29123	"Medel S.P.A."	2015.01.01	2099.12.31	1001
29124	"Animas Corporation"	2015.01.01	2099.12.31	1001
29125	"UNITRON Hearing Ltd."	2015.01.01	2099.12.31	1001
29126	"Saturnus Parókakészítõ Kft."	2015.01.01	2099.12.31	1001
29127	"Bolyki-Med Kft."	2015.01.01	2099.12.31	1001
29130	"FOR LIFE GmbH"	2015.01.01	2099.12.31	1001
29131	"Essity Hygiene and Health AB"	2015.01.01	2099.12.31	1001
29133	"Resmed"	2015.01.01	2099.12.31	1001
29136	"Eszik Optika"	2015.01.01	2099.12.31	1001
29137	"MEDPRO"	2015.01.01	2099.12.31	1001
29138	"Unomedical A/S"	2015.01.01	2099.12.31	1001
29139	"Victofon Kft."	2015.01.01	2099.12.31	1001
29140	"Redigan-Imex"	2015.01.01	2099.12.31	1001
29143	"Akkutrade Kft."	2015.01.01	2099.12.31	1001
29146	"Rehab-Hungária Kft."	2015.01.01	2099.12.31	1001
29147	"Camp Scandinavia AB"	2015.01.01	2099.12.31	1001
29148	"Dioptra Turnov"	2015.01.01	2099.12.31	1001
29151	"OMSZÖV-MEDIC Kft."	2015.01.01	2099.12.31	1001
29152	"Herdegen SAS"	2015.01.01	2099.12.31	1001
29153	"OrtoProfil-Centrum Kft."	2015.01.01	2099.12.31	1001
29154	"Wavetouch Inc."	2015.01.01	2099.12.31	1001
29155	"Hartmann-Rico Hungária Kft."	2015.01.01	2099.12.31	1001
29156	"Amoena GmbH"	2015.01.01	2099.12.31	1001
29159	"Rehab-Civis Kft."	2015.01.01	2099.12.31	1001
29160	"Ellen Wille GmbH"	2015.01.01	2099.12.31	1001
29164	"Sanasol Kft."	2015.01.01	2099.12.31	1001
29166	"Sunflower Hair Products Co."	2015.01.01	2099.12.31	1001
29168	"Perimed Kft."	2015.01.01	2099.12.31	1001
29169	"ONTEX BVBA, Belgium"	2015.01.01	2099.12.31	1001
29171	"Országos Orvosi Rehabilitációs Intézet"	2015.01.01	2099.12.31	1001
29172	"BELLMAN & SYMFON"	2015.01.01	2099.12.31	1001
29174	"GYSGY REHA Kft."	2015.01.01	2099.12.31	1001
29175	"Syncro Med GmbH"	2015.01.01	2099.12.31	1001
29176	"Audio Service"	2015.01.01	2099.12.31	1001
29178	"ConvaTec Ltd."	2015.01.01	2099.12.31	1001
29179	"Sonic Innovations"	2015.01.01	2099.12.31	1001
29184	"Tóth Sándor egyéni vállalkozó"	2015.01.01	2099.12.31	1001
29185	"Essilor Austria GmbH"	2015.01.01	2099.12.31	1001
29186	"Interton Hörgeraete GmbH"	2015.01.01	2099.12.31	1001
29189	"Sonova AG"	2015.01.01	2099.12.31	1001
29190	"Luropas s.r.l."	2015.01.01	2099.12.31	1001
29192	"M.T.O. S.p. A."	2015.01.01	2099.12.31	1001
29193	"Frigyesy Róbert Magánvállalkozó"	2015.01.01	2099.12.31	1001
29195	"Bort GmbH"	2015.01.01	2099.12.31	1001
29197	"CooperVison Ltd"	2015.01.01	2099.12.31	1001
29199	"Vlesia GmbH"	2015.01.01	2099.12.31	1001
29200	"Inqua Gmbh."	2015.01.01	2099.12.31	1001
29201	"77 Elektronika Kft."	2015.01.01	2099.12.31	1001
29202	"Markos-Mefar Spa."	2015.01.01	2099.12.31	1001
29203	"Gilbert & Mellish"	2015.01.01	2099.12.31	1001
29205	"Novo Nordisk A/S"	2015.01.01	2099.12.31	1001
29206	"Santen Oy Magyarországi Kereskedelmi Képviselete"	2015.01.01	2099.12.31	1001
29207	"Helm AG"	2015.01.01	2099.12.31	1001
29233	"Glenmark Pharmacuticals s.r.o."	2015.01.01	2099.12.31	1001
29234	"Medreg s.r.o."	2015.01.01	2099.12.31	1001
29235	"Wick Pharma GmbH"	2015.01.01	2099.12.31	1001
29236	"Teva Generics GmbH"	2015.01.01	2099.12.31	1001
29237	"Pro Klinimed XXI. Kft."	2015.01.01	2099.12.31	1001
29238	"AIM-Medical Kft."	2015.01.01	2099.12.31	1001
29239	"Pharma Patent Kft."	2015.01.01	2099.12.31	1001
295	"Pezomed Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29660	"Heartway Hungary Kft."	2015.01.01	2099.12.31	1001
29661	"SEC Industrial Battery Company Ltd."	2015.01.01	2099.12.31	1001
29662	"Heartway Medical Products Co., Ltd."	2015.01.01	2099.12.31	1001
29664	"Repharma EC"	2015.01.01	2099.12.31	1001
29665	"Arrow ApS"	2015.01.01	2099.12.31	1001
29666	"Laboratórios ANOVA - Produtos Pharmac?uticos, Lda."	2015.01.01	2099.12.31	1001
29667	"Insight Agents GmbH"	2015.01.01	2099.12.31	1001
29668	"Alkaloid d.o.o."	2015.01.01	2099.12.31	1001
29669	"Recordati Ireland Ltd."	2015.01.01	2099.12.31	1001
29670	"GlaxoSmithKline AB"	2015.01.01	2099.12.31	1001
29671	"MD&B Kft."	2015.01.01	2099.12.31	1001
29672	"Iroko Cardio (UK) Ltd."	2015.01.01	2099.12.31	1001
29673	"Abbott Diabetes Care"	2015.01.01	2099.12.31	1001
29674	"Attends Healthcare AB"	2015.01.01	2099.12.31	1001
29675	"Infopia Co. Ltd., Korea"	2015.01.01	2099.12.31	1001
29676	"GE Healthcare Limited"	2015.01.01	2099.12.31	1001
29677	"CA.MI s.n.c. Italy"	2015.01.01	2099.12.31	1001
29678	"Di-Care Zrt."	2015.01.01	2099.12.31	1001
29679	"TaiDoc Technology Corporation, Taiwan"	2015.01.01	2099.12.31	1001
29680	"Messer Hungarogáz Kft."	2015.01.01	2099.12.31	1001
29681	"AirSep Corporation"	2015.01.01	2099.12.31	1001
29682	"Colours Rehab Kft."	2015.01.01	2099.12.31	1001
29683	"Colours 'N Motion Corona, CA USA"	2015.01.01	2099.12.31	1001
29684	"Numil Kft."	2015.01.01	2099.12.31	1001
29685	"Medibis Kft."	2015.01.01	2099.12.31	1001
29686	"Nutricia, Netherlands"	2015.01.01	2099.12.31	1001
29687	"Diamesco & Twobiens Co. Ltd."	2015.01.01	2099.12.31	1001
29688	"Medtronic Inc."	2015.01.01	2099.12.31	1001
29689	"C.P. Pharma Gyógyszerkereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29712	"Famy Care Europe Ltd."	2015.01.01	2099.12.31	1001
29714	"Lannacher Heilmittel GmbH"	2015.01.01	2099.12.31	1001
29715	"Sigillata Ltd."	2015.01.01	2099.12.31	1001
29716	"Aurobindo Pharma \(Malta\) Ltd."	2015.01.01	2099.12.31	1001
29717	"Gambro Lundia AB"	2015.01.01	2099.12.31	1001
29718	"Resolution Chemicals Ltd."	2015.01.01	2099.12.31	1001
29719	"BASILEA Ltd."	2015.01.01	2099.12.31	1001
29720	"TEVA Magyarország zrt."	2015.01.01	2099.12.31	1001
29721	"Aurobindo Pharma Hungary Kft."	2015.01.01	2099.12.31	1001
29722	"VULM CZ a.s."	2015.01.01	2099.12.31	1001
29723	"Labormed Pharma S.A."	2015.01.01	2099.12.31	1001
29724	"BIAL - Portela & Ca, S.A."	2015.01.01	2099.12.31	1001
29725	"Bristol-Myers Squibb/AstraZeneca EEIG"	2015.01.01	2099.12.31	1001
29726	"Medisan Hungary Kft./SAM Kft."	2015.01.01	2099.12.31	1001
29727	"Radaydrug Kft."	2015.01.01	2099.12.31	1001
29728	"Coldwell Pharma Bt."	2015.01.01	2099.12.31	1001
29729	"B.H.B. Pharma Bt."	2015.01.01	2099.12.31	1001
29730	"GlaxoSmithKline Biologicals Kft."	2015.01.01	2099.12.31	1001
29731	"Q Pharma Gyógyszerkereskedelmi és Forgalmazó Kft."	2015.01.01	2099.12.31	1001
29732	"IWA Consulting ApS"	2015.01.01	2099.12.31	1001
29733	"Premier Research GmbH"	2015.01.01	2099.12.31	1001
29734	"TEVA Magyarország Zrt"	2015.01.01	2099.12.31	1001
29735	"Roche Diabetes Care AG"	2015.01.01	2099.12.31	1001
29736	"Montrose Gyógyászati Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29737	"Reckitt Benckiser \(Magyarország\) Kft."	2015.01.01	2099.12.31	1001
29738	"Neogen N.V."	2015.01.01	2099.12.31	1001
29739	"PharOs Generics Ltd."	2015.01.01	2099.12.31	1001
29740	"Abraxis BioScience Ltd. UK"	2015.01.01	2099.12.31	1001
29741	"C.P. Pharma Kft."	2015.01.01	2099.12.31	1001
29742	"Encysive (UK) Ltd."	2015.01.01	2099.12.31	1001
29743	"Pfizer Pharma GmbH"	2015.01.01	2099.12.31	1001
29745	"Laboratoires Expanscience"	2015.01.01	2099.12.31	1001
29746	"Dr. Schluttig GmbH"	2015.01.01	2099.12.31	1001
29747	"Pentafarma SA"	2015.01.01	2099.12.31	1001
29748	"Novapharm GmbH"	2015.01.01	2099.12.31	1001
29749	"LaborMed Pharma S.A."	2015.01.01	2099.12.31	1001
29750	"GE Healthcare Ltd."	2015.01.01	2099.12.31	1001
29751	"PharmaStad  Hungária Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29752	"Aurobindo Pharma Ltd."	2015.01.01	2099.12.31	1001
29753	"Sandoz Pharmaceuticals GmbH"	2015.01.01	2099.12.31	1001
29754	"Phace Kft."	2015.01.01	2099.12.31	1001
29756	"Leon Farma SA"	2015.01.01	2099.12.31	1001
29757	"ESP Pharma Ltd."	2015.01.01	2099.12.31	1001
29758	"Wyvern Medical Ltd. UK"	2015.01.01	2099.12.31	1001
29759	"West Pharma SA"	2015.01.01	2099.12.31	1001
29760	"Gentian Generics Ltd."	2015.01.01	2099.12.31	1001
29762	"Pharmacenter Holding (Cyprus) Ltd."	2015.01.01	2099.12.31	1001
29763	"GlaxoSmithKline Trading Services Ltd."	2015.01.01	2099.12.31	1001
29764	"IBMED Kft."	2015.01.01	2099.12.31	1001
29765	"Medis d.o.o."	2015.01.01	2099.12.31	1001
29766	"Viton Hallókészülék Kft."	2015.01.01	2099.12.31	1001
29767	"Atos Medical AB"	2015.01.01	2099.12.31	1001
29769	"Genepharm Europe Trading Ltd."	2015.01.01	2099.12.31	1001
29770	"Wyeth Kft."	2015.01.01	2099.12.31	1001
29771	"Stiefel Laboratories (Ireland) Ltd."	2015.01.01	2099.12.31	1001
29772	"Pfizer Corporation Austria GmbH"	2015.01.01	2099.12.31	1001
29773	"Clinigen Healthcare Ltd."	2015.01.01	2099.12.31	1001
29774	"Farmaprojects SA"	2015.01.01	2099.12.31	1001
29775	"Ivowen Ltd."	2015.01.01	2099.12.31	1001
29776	"FGK Representative Service GmbH"	2015.01.01	2099.12.31	1001
29777	"NRIM Ltd."	2015.01.01	2099.12.31	1001
29778	"Aspen Europe GmbH"	2015.01.01	2099.12.31	1001
29779	"ABBOTT Product GmbH"	2015.01.01	2099.12.31	1001
29784	"Inco-Med Kft."	2015.01.01	2099.12.31	1001
29785	"Terumo Europe N.V."	2015.01.01	2099.12.31	1001
29786	"Lille Healthcare S.A.S"	2015.01.01	2099.12.31	1001
29787	"Több forgalomba hozó"	2015.01.01	2099.12.31	1001
29788	"Leckey GmbH"	2015.01.01	2099.12.31	1001
29789	"ELMI GmbH"	2015.01.01	2099.12.31	1001
29790	"Pharmaplast S.A.E., Egyiptom"	2015.01.01	2099.12.31	1001
29791	"Thuasne Deutschland GmbH"	2015.01.01	2099.12.31	1001
29792	"Vilgo Company, France"	2015.01.01	2099.12.31	1001
29793	"Meyra W Meyer GmbH"	2015.01.01	2099.12.31	1001
29794	"Aks Aktuelle GmbH"	2015.01.01	2099.12.31	1001
29795	"G.L. Pharma Magyarország Közvetlen Kereskedelmi Képviselet"	2015.01.01	2099.12.31	1001
29796	"Chanelle Medical"	2015.01.01	2099.12.31	1001
29797	"Universal Farma SL"	2015.01.01	2099.12.31	1001
29798	"Pharmascope Ltd. Ireland"	2015.01.01	2099.12.31	1001
29799	"Statens Serum Institut"	2015.01.01	2099.12.31	1001
29800	"Qualimed"	2015.01.01	2099.12.31	1001
29801	"ARTSANA S.p.A."	2015.01.01	2099.12.31	1001
29802	"Polpharma Hungaria Kft."	2015.01.01	2099.12.31	1001
29803	"Alchemia Ltd."	2015.01.01	2099.12.31	1001
29804	"Mundipharma Ges.m.b.H"	2015.01.01	2099.12.31	1001
29805	"Abbott Healthcare Products B.V."	2015.01.01	2099.12.31	1001
29806	"Rad-Med-Pharma Kft."	2015.01.01	2099.12.31	1001
29807	"Amite-Spring Kft."	2015.01.01	2099.12.31	1001
29808	"Alpex Pharma (UK) Ltd."	2015.01.01	2099.12.31	1001
29810	"Mentor Pharma Kft."	2015.01.01	2099.12.31	1001
29811	"Imuna Pharm a.s."	2015.01.01	2099.12.31	1001
29812	"Reg Europe S.A.R.L."	2015.01.01	2099.12.31	1001
29813	"Sanyleg s.r.l."	2015.01.01	2099.12.31	1001
29814	"Radizone Diagnost-X Kft."	2015.01.01	2099.12.31	1001
29816	"Lambda Ltd."	2015.01.01	2099.12.31	1001
29817	"Baxter/Immuno"	2015.01.01	2099.12.31	1001
29819	"Bionorica SE"	2015.01.01	2099.12.31	1001
29820	"Alvogen IPCo S.ar.l"	2015.01.01	2099.12.31	1001
29821	"Cheplapharm Arzneimittel GmbH"	2015.01.01	2099.12.31	1001
29822	"Patikus Céh Kft."	2015.01.01	2099.12.31	1001
29823	"Medico Uno Research Kft."	2015.01.01	2099.12.31	1001
29824	"Ipsen Biopharm Ltd."	2015.01.01	2099.12.31	1001
29825	"AS Grindeks"	2015.01.01	2099.12.31	1001
29826	"Pharmabide Ltd."	2015.01.01	2099.12.31	1001
29827	"Microsonic Labor Kft."	2015.01.01	2099.12.31	1001
29828	"REHAB Zrt."	2015.01.01	2099.12.31	1001
29829	"Rehab-Trademark Kft."	2015.01.01	2099.12.31	1001
29830	"Oasis Medikal Ürünler"	2015.01.01	2099.12.31	1001
29831	"Ozone Laboratories Pharma S.A."	2015.01.01	2099.12.31	1001
29832	"RB Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
29833	"Pharmacenter Europe Kft."	2015.01.01	2099.12.31	1001
29834	"Gerontex-MED Kft."	2015.01.01	2099.12.31	1001
29835	"Europrosan S.p.A"	2015.01.01	2099.12.31	1001
29836	"Astron Ltd."	2015.01.01	2099.12.31	1001
29837	"AGA AB"	2015.01.01	2099.12.31	1001
29838	"Honvéd Vezérkar Egészségügyi Csoportfõnökség"	2015.01.01	2099.12.31	1001
29839	"EvoGen Kereskedelmi és SzolgáltatóKorlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29840	"APEX PHARMA KFT."	2015.01.01	2099.12.31	1001
29841	"Apex Medical Corporation"	2015.01.01	2099.12.31	1001
29842	"MediFood Hungary Innovation Kft."	2015.01.01	2099.12.31	1001
29843	"Euromedic-Pharma Zrt."	2015.01.01	2099.12.31	1001
29844	"Bayer Hungária Kft. \(OTC\)"	2015.01.01	2099.12.31	1001
29845	"Medipha Sante SN"	2015.01.01	2099.12.31	1001
29846	"Air Liquide Santé International"	2015.01.01	2099.12.31	1001
29847	"Intercell AG"	2015.01.01	2099.12.31	1001
29848	"Bristol-Myers Squibb/Pfizer EEIG"	2015.01.01	2099.12.31	1001
29849	"IPR Beta Pharma Kft."	2015.01.01	2099.12.31	1001
29850	"Abbott Products S.A.S."	2015.01.01	2099.12.31	1001
29851	"Panmedica"	2015.01.01	2099.12.31	1001
29852	"Lupin \(Europe\) Ltd."	2015.01.01	2099.12.31	1001
29853	"IPR Delta Pharma Kft."	2015.01.01	2099.12.31	1001
29854	"Ranbaxy Ireland Ltd."	2015.01.01	2099.12.31	1001
29855	"Inel - Medicinska Tehnika"	2015.01.01	2099.12.31	1001
29856	"medi Hungary Kft."	2015.01.01	2099.12.31	1001
29857	"AIM-Medical Kft."	2015.01.01	2099.12.31	1001
29858	"Sanatis Europe Kft."	2015.01.01	2099.12.31	1001
29859	"Swedish Orphan Biovitrum s.r.o Magyarországi Fióktelepe "	2015.01.01	2099.12.31	1001
29862	"Consilient Heatlh Ltd."	2015.01.01	2099.12.31	1001
29863	"Terapia SA"	2015.01.01	2099.12.31	1001
29864	"Vifamed Bt."	2015.01.01	2099.12.31	1001
29865	"Medice Arzneimittel Pütter GmbH&Co. KG."	2015.01.01	2099.12.31	1001
29866	"Pharm V Solutions Ltd."	2015.01.01	2099.12.31	1001
29867	"Hikma Farmaceutica SA"	2015.01.01	2099.12.31	1001
29868	"athenstaedt GmbH&Co KG"	2015.01.01	2099.12.31	1001
29869	"BioAlliance Pharma"	2015.01.01	2099.12.31	1001
29870	"Pharmaki Generics Ltd."	2015.01.01	2099.12.31	1001
29871	"LFB-Biomedicaments"	2015.01.01	2099.12.31	1001
29872	"MEDYLAND Kft."	2015.01.01	2099.12.31	1001
29873	"Jerini AG"	2015.01.01	2099.12.31	1001
29874	"Maxima Healthcare Ltd."	2015.01.01	2099.12.31	1001
29875	"Temapharm Sp.z.o.o."	2015.01.01	2099.12.31	1001
29876	"EUROGENUS Lda"	2015.01.01	2099.12.31	1001
29877	"Synthon Hispania S.L."	2015.01.01	2099.12.31	1001
29878	"Rad-Med-Pharma Kft."	2015.01.01	2099.12.31	1001
29879	"Sanitas, AB"	2015.01.01	2099.12.31	1001
29880	"Dexcel Pharma Ltd."	2015.01.01	2099.12.31	1001
29881	"Abbott Biologicals B.V."	2015.01.01	2099.12.31	1001
29882	"Bus-Oxy Kft."	2015.01.01	2099.12.31	1001
29883	"Mylan S.A.S."	2015.01.01	2099.12.31	1001
29884	"Bayer Oy"	2015.01.01	2099.12.31	1001
29886	"Alvásterápia Kft."	2015.01.01	2099.12.31	1001
29888	"Nordic Pharma s.r.o."	2015.01.01	2099.12.31	1001
29892	"Baxter/Immuno"	2015.01.01	2099.12.31	1001
29894	"YES GmbH"	2015.01.01	2099.12.31	1001
29895	"CIPLA \(UK\) Ltd."	2015.01.01	2099.12.31	1001
29897	"Medico Uno Worldwide (Cyprus) Ltd."	2015.01.01	2099.12.31	1001
29898	"Nordic Pharma s.r.o."	2015.01.01	2099.12.31	1001
29899	"Laboratoires Genopharm"	2015.01.01	2099.12.31	1001
29900	"Shire Pharmaceuticals Ireland Ltd."	2015.01.01	2099.12.31	1001
29901	"Bayer Pharma AG"	2015.01.01	2099.12.31	1001
29902	"Magyar és Társa Bt."	2015.01.01	2099.12.31	1001
29903	"Eisai Europe Ltd."	2015.01.01	2099.12.31	1001
29904	"ViiV Healthcare UK Ltd."	2015.01.01	2099.12.31	1001
29905	"UCB Manufacturing Ireland Ltd."	2015.01.01	2099.12.31	1001
29919	"LEO Pharma A/S Magyarországi Kereskedelmi Képviselete"	2015.01.01	2099.12.31	1001
29920	"Astromedic Kft."	2015.01.01	2099.12.31	1001
29921	"MSD Pharma Hungary Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29923	"Biogen Hungary Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29924	"Chiesi Hungary Kft."	2015.01.01	2099.12.31	1001
29925	"Master-Pharma Kft."	2015.01.01	2099.12.31	1001
29926	"Pietrasanta Pharma S.p.A."	2015.01.01	2099.12.31	1001
29927	"Penta Pharma Kft."	2015.01.01	2099.12.31	1001
29932	"Dronania GmbH"	2015.01.01	2099.12.31	1001
29934	"INTAS Ltd."	2015.01.01	2099.12.31	1001
29957	"Naturwaren GmbH"	2015.01.01	2099.12.31	1001
29958	"Sinnex Zrt."	2015.01.01	2099.12.31	1001
29959	"Strides Arcolab International Ltd."	2015.01.01	2099.12.31	1001
29963	"Apomedica GmbH"	2015.01.01	2099.12.31	1001
29964	"Crucell Italy S.r.l."	2015.01.01	2099.12.31	1001
29965	"EMO-FARM Sp.z.o.o."	2015.01.01	2099.12.31	1001
29966	"MSD Pharma Hungary Kft."	2015.01.01	2099.12.31	1001
29967	"Theramex S.r.l."	2015.01.01	2099.12.31	1001
29968	"Jelfa S.A"	2015.01.01	2099.12.31	1001
29969	"Wigplanet Kft."	2015.01.01	2099.12.31	1001
29970	"Medience Korlátolt Felelõsségü Társaság"	2015.01.01	2099.12.31	1001
29971	"Kappler Pharma Consult GmbH"	2015.01.01	2099.12.31	1001
29972	"GlaxoSmithKline Research & Development Ltd."	2015.01.01	2099.12.31	1001
29973	"UAB Norameda"	2015.01.01	2099.12.31	1001
29974	"Medimpex France SARL"	2015.01.01	2099.12.31	1001
29975	"Piramal Healthcare UK ltd. "	2015.01.01	2099.12.31	1001
29976	"Bioprojet Europe Ltd."	2015.01.01	2099.12.31	1001
29977	"Salus Haus GmbH & Co. KG"	2015.01.01	2099.12.31	1001
29978	"Vaia S.A."	2015.01.01	2099.12.31	1001
29979	"Bioiberica S.A."	2015.01.01	2099.12.31	1001
29980	"Casella-med GmbH & Co.KG"	2015.01.01	2099.12.31	1001
29981	"Roha GmbH"	2015.01.01	2099.12.31	1001
29982	"AVITARIS Sp.z.o.o."	2015.01.01	2099.12.31	1001
29983	"Britannia Pharmaceuticals Ltd"	2015.01.01	2099.12.31	1001
29984	"ASA Pharma"	2015.01.01	2099.12.31	1001
29985	"HealthPort Plus Gazdasági Tanácsadó, Szolgáltató és Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
29986	"Agfa GmbH"	2015.01.01	2099.12.31	1001
29987	"Fortuna International Kft."	2015.01.01	2099.12.31	1001
29988	"Fortuna International Ltd."	2015.01.01	2099.12.31	1001
29989	"TEVA Magyarország Zrt"	2015.01.01	2099.12.31	1001
29990	"PuckPharma Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
29991	"Preglem France SAS"	2015.01.01	2099.12.31	1001
29992	"N.V.Vermieren"	2015.01.01	2099.12.31	1001
29993	"Twinmed Orvosi Rendszerek Kft."	2015.01.01	2099.12.31	1001
29994	"LifeScan Europe (Division of Cilag GmbH Int.)"	2015.01.01	2099.12.31	1001
29996	"Pompol Consulting Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
29997	"ONCO-EUROPE Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
29998	"Wala-Heilmittel GmbH"	2015.01.01	2099.12.31	1001
67819	"MRT Pharma Kereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	2824
194654	"Midas Pharma GmbH"	2015.01.01	2099.12.31	2884
194655	"Billev Farmacija Vzhod d.o.o"	2015.01.01	2099.12.31	2884
194656	"Eurolife Healthcare Hungary Kft."	2015.01.01	2099.12.31	2884
194657	"BB-NCIPD Ltd."	2015.01.01	2099.12.31	2884
194667	"Libertech"	2015.01.01	2099.12.31	2924
194668	"Sanofi Winthrop Industrie"	2015.01.01	2099.12.31	2924
194669	"Varázsdió Bt."	2015.01.01	2099.12.31	2924
194670	"Sandoz Pharmaceuticals d.d."	2015.01.01	2099.12.31	2924
194671	"Viatris Healthcare Ltd."	2015.01.01	2099.12.31	2924
30643	"Panpharma"	2015.01.01	2099.12.31	1545
30648	"TiGenix S.A.U."	2015.01.01	2099.12.31	1545
30645	"Eignapharma S.L."	2015.01.01	2099.12.31	1545
30646	"Sciecure Pharma Ltd."	2015.01.01	2099.12.31	1545
30647	"Sopharma AD"	2015.01.01	2099.12.31	1545
30634	"IEM Allergy International Kereskedelmi Kft."	2015.01.01	2099.12.31	1564
30649	"STADA HUNGARY Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1545
30650	"Roche Registration GmbH"	2015.01.01	2099.12.31	1564
30651	"Noventia Pharma Srl."	2015.01.01	2099.12.31	1564
30652	"Merus Labs Luxco II S.a.r.l."	2015.01.01	2099.12.31	1564
30653	"AbbVie Deutschland GmbH & Co. KG"	2015.01.01	2099.12.31	1564
30654	"Diurnal Limited"	2015.01.01	2099.12.31	1564
30636	"RUBENZA Kereskedelmi és szolgáltató Kft."	2015.01.01	2099.12.31	1565
30655	"P. J. Dahlhausen & Co. GmbH"	2015.01.01	2099.12.31	1565
30656	"E.T.T.M. Kft."	2015.01.01	2099.12.31	1565
30657	"Gen-Orph SaS"	2015.01.01	2099.12.31	1565
30658	"Pharmanovia A/S"	2015.01.01	2099.12.31	1565
30659	"Atnahs Pharma UK Ltd."	2015.01.01	2099.12.31	1565
30660	"BioCryst UK Ltd."	2015.01.01	2099.12.31	1565
30661	"Piramal Critical Care Ltd."	2015.01.01	2099.12.31	1565
30662	"Merck Sharp & Dohme BV"	2015.01.01	2099.12.31	1584
30663	"Gilead Sciences Ireland UC"	2015.01.01	2099.12.31	1584
30664	"Biodrug s.r.o."	2015.01.01	2099.12.31	1584
30665	"ViiV Healthcare B.V."	2015.01.01	2099.12.31	1584
30666	"Life Radiopharma Berlin GmbH"	2015.01.01	2099.12.31	1584
30667	"Clovis Oncology UK Limited"	2015.01.01	2099.12.31	1584
30668	"Ammtek"	2015.01.01	2099.12.31	1584
30669	"Indivior Europe Ltd."	2015.01.01	2099.12.31	1584
30644	"Reclinmed s.r.o."	2015.01.01	2099.12.31	1545
30670	"Incyte Biosciences Distribution B.V."	2015.01.01	2099.12.31	1584
30671	"Meyra GmbH"	2015.01.01	2099.12.31	1585
30672	"Mylan Ireland Ltd."	2015.01.01	2099.12.31	1585
30673	"EVER Valinject GmbH"	2015.01.01	2099.12.31	1585
30674	"HealthCare Med Kft."	2015.01.01	2099.12.31	1585
30675	"Riemser Pharma GmbH"	2015.01.01	2099.12.31	1604
30676	"Hameln Pharma Plus GmbH"	2015.01.01	2099.12.31	1604
30677	"Clinigen Healthcare B.V."	2015.01.01	2099.12.31	1604
30678	"Celgene Europe B.V."	2015.01.01	2099.12.31	1604
30679	"Biogen Netherlands B.V."	2015.01.01	2099.12.31	1604
30680	"Merck Europe B.V."	2015.01.01	2099.12.31	1604
30681	"Pfizer Europe MA EEIG"	2015.01.01	2099.12.31	1604
30682	"Correvio"	2015.01.01	2099.12.31	1604
30683	"Kyowa Kirin Holdings B.V."	2015.01.01	2099.12.31	1604
30684	"Rempex London Ltd."	2015.01.01	2099.12.31	1604
30685	"Obvius Investment B.V."	2015.01.01	2099.12.31	1604
30686	"IONIS USA Limited"	2015.01.01	2099.12.31	1604
30687	"Aegerion Pharmaceuticals B.V."	2015.01.01	2099.12.31	1604
30688	"Cycle Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1604
30689	"Baxter Holding BV"	2015.01.01	2099.12.31	1644
30690	"Ablynx NV"	2015.01.01	2099.12.31	1644
30691	"Laboratoires Bailleul S.A."	2015.01.01	2099.12.31	1644
30692	"Akcea Therapeutics UK Ltd."	2015.01.01	2099.12.31	1644
30693	"Puma Biotechnology, Ltd."	2015.01.01	2099.12.31	1644
30694	"Amryt Pharmaceuticals DAC"	2015.01.01	2099.12.31	1644
30695	"Alnylam Netherlands B.V."	2015.01.01	2099.12.31	1644
30696	"Diurnal Europe B.V."	2015.01.01	2099.12.31	1644
30697	"Orchard Therapeutics (Netherlands) B.V."	2015.01.01	2099.12.31	1644
30698	"Otsuka Pharmaceutical Netherlands B.V."	2015.01.01	2099.12.31	1644
30699	"Sanofi Belgium"	2015.01.01	2099.12.31	1644
30700	"Kite Pharma EU B.V."	2015.01.01	2099.12.31	1644
30701	"Ultragenyx Germany GmbH"	2015.01.01	2099.12.31	1644
