ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"A06AA02"	"docusate sodium"	"docusate sodium"	"docusate sodium"	1001
"A06AA51"	"liquid paraffin, combinations"	"liquid paraffin, combinations"	"liquid paraffin, combinations"	1001
"A06AB"	"közvetlen hashajtók"	"contact laxatives"		1001
"A06AB01"	"acetphenolisatin"	"acetphenolisatin"	"acetphenolisatin"	1001
"A06AB02"	"bisacodyl"	"bisacodyl"	"bisacodyl"	1001
"A06AB03"	"dantron"	"dantron"	"dantron"	1001
"A06AB04"	"fenolftalein"	"phenolphthalein"	"fenolftalein"	1001
"A06AB05"	"castor oil"	"castor oil"	"castor oil"	1001
"A06AB06"	"szennozid"	"senna glycosides"	"szennozid"	1001
"A06AB07"	"cascara"	"cascara"	"cascara"	1001
"A06AB08"	"nátrium-pikoszulfát"	"sodium picosulfate"	"nátrium-pikoszulfát"	1001
"A06AB09"	"bisoxatin"		"bisoxatin"	1001
"A06AB20"	"contact laxatives in combination"	"contact laxatives in combination"	"contact laxatives in combination"	1001
"A06AB30"	"kontakt hashajtók és belladonna alkaloidok komb."	"contact laxatives in combination with belladonna alkaloids"	"kontakt hashajtók és belladonna alkaloidok komb."	1001
"A06AB52"	"bisacodyl kombinációi"		"bisacodyl kombinációi"	1001
"A06AB53"	"dantron, combinations"	"dantron, combinations"	"dantron, combinations"	1001
"A06AB56"	"szenna-glikozidok, komb."	"senna glycosides, combinations"	"szenna-glikozidok, komb."	1001
"A06AB57"	"cascara, combinations"	"cascara, combinations"	"cascara, combinations"	1001
"A06AB58"	"sodium picosulfate, combinations"	"sodium picosulfate, combinations"	"sodium picosulfate, combinations"	1001
"A06AC"	"salakképzõ szerek"	"bulk producers"		1001
"A06AC01"	"ispaghula (psylla seeds)"	"ispaghula (psylla seeds)"	"ispaghula (psylla seeds)"	1001
"A06AC02"	"ethulose"	"ethulose"	"ethulose"	1001
"A06AC03"	"sterculia"	"sterculia"	"sterculia"	1001
"A06AC05"	"linseed"	"linseed"	"linseed"	1001
"A06AC06"	"methylcellulose"	"methylcellulose"	"methylcellulose"	1001
"A06AC07"	"triticum (wheat fibre)"	"triticum (wheat fibre)"	"triticum (wheat fibre)"	1001
"A06AC08"	"polycarbophil calcium"	"polycarbophil calcium"	"polycarbophil calcium"	1001
"A06AC51"	"ispaghula, combinations"	"ispaghula, combinations"	"ispaghula, combinations"	1001
"A06AC53"	"sterculia, combinations"	"sterculia, combinations"	"sterculia, combinations"	1001
"A06AC55"	"linseed, combinations"	"linseed, combinations"	"linseed, combinations"	1001
"A06AD"	"ozmotikusan ható hashajtók"	"osmotically acting laxatives"		1001
"A06AD01"	"magnesium carbonate"	"magnesium carbonate"	"magnesium carbonate"	1001
"A06AD02"	"magnesium oxide"	"magnesium oxide"	"magnesium oxide"	1001
"A06AD03"	"magnesium peroxide"	"magnesium peroxide"	"magnesium peroxide"	1001
"A06AD04"	"magnesium sulfate"	"magnesium sulfate"	"magnesium sulfate"	1001
"A06AD10"	"mineral salts in combination"	"mineral salts in combination"	"mineral salts in combination"	1001
"A06AD11"	"laktulóz"	"lactulose"	"laktulóz"	1001
"A06AD12"	"lactitol"	"lactitol"	"lactitol"	1001
"A06AD13"	"sodium sulfate"	"sodium sulfate"	"sodium sulfate"	1001
"A06AD14"	"pentaerithrityl"	"pentaerithrityl"	"pentaerithrityl"	1001
"A06AD15"	"macrogol"	"macrogol"	"macrogol"	1001
"A06AD16"	"mannitol"	"mannitol"	"mannitol"	1001
"A06AD17"	"sodium phosphate"	"sodium phosphate"	"sodium phosphate"	1001
"A06AD18"	"sorbitol"	"sorbitol"	"sorbitol"	1001
"A06AD19"	"magnézium-citrát"		"magnézium-citrát"	1001
"A06AD21"	"nátrium-tartarát"		"nátrium-tartarát"	1001
"A06AD61"	"lactulose, combinations"	"lactulose, combinations"	"lactulose, combinations"	1001
"A06AD65"	"macrogol, combinations"	"macrogol, combinations"	"macrogol, combinations"	1001
"A06AG"	"beöntések"	"enemas"		1001
"A06AG01"	"sodium phosphate"	"sodium phosphate"	"sodium phosphate"	1001
"A06AG02"	"bisacodyl"	"bisacodyl"	"bisacodyl"	1001
"A06AG03"	"dantron, incl. combinations"	"dantron, incl. combinations"	"dantron, incl. combinations"	1001
"A06AG04"	"glycerol"	"glycerol"	"glycerol"	1001
"A06AG06"	"oil"	"oil"	"oil"	1001
"A06AG07"	"sorbitol"	"sorbitol"	"sorbitol"	1001
"A06AG10"	"docusate sodium, incl. combinations"	"docusate sodium, incl. combinations"	"docusate sodium, incl. combinations"	1001
"A06AG11"	"nártium-laurilszulfát és kombinációi"	"laurilsulfate, incl. combinations"	"nártium-laurilszulfát és kombinációi"	1001
"A06AG20"	"combinations"	"combinations"	"combinations"	1001
"A06AH"				1001
"A06AH01"	"methylnaltrexon bromid"	"methylnaltrexone bromide"	"methylnaltrexon bromid"	1001
"A06AX"	"egyéb hashajtók"	"other laxatives"		1001
"A06AX01"	"glicerin"	"glycerol"	"glycerol"	1001
"A06AX02"	"carbon dioxide producing drugs"	"carbon dioxide producing drugs"	"carbon dioxide producing drugs"	1001
"A06AX04"	"linaklotid"	"linaclotide"	"linaklotid"	1001
"A06AX20"	"egyéb hashajtó kombinációk"		"egyéb hashajtó kombinációk"	1001
"A06AX51"	"glycerol+"		"glycerol+"	1001
"A07"	"hasmenés, valamint bélgyulladás és fertõzés elleni szerek"	"antidiarrheals, intestinal antiinflammatory/antiinfective agents"		1001
"A07A"	"bélfertõtlenítõk"	"intestinal antiinfectives"		1001
"A07AA"	"antibiotikumok"	"antibiotics"		1001
"A07AA01"	"neomycin"	"neomycin"	"neomycin"	1001
"A07AA02"	"nisztatin"	"nystatin"	"nisztatin"	1001
"A07AA03"	"natamycin"	"natamycin"	"natamycin"	1001
"A07AA04"	"streptomycin"	"streptomycin"	"streptomycin"	1001
"A07AA05"	"polymyxin b"	"polymyxin b"	"polymyxin b"	1001
"A07AA06"	"paromomycin"	"paromomycin"	"paromomycin"	1001
"A07AA07"	"amphotericin b"	"amphotericin b"	"amphotericin b"	1001
"A07AA08"	"kanamycin"	"kanamycin"	"kanamycin"	1001
"A07AA09"	"vancomycin"	"vancomycin"	"vancomycin"	1001
"A07AA10"	"colistin"	"colistin"	"colistin"	1001
"A07AA11"	"rifaximin"	"rifaximin"	"rifaximin"	1001
"A07AA12"	"fidaxomicin"	"fidaxomicin"	"fidaxomicin"	1001
"A07AA51"	"neomycin, combinations"	"neomycin, combinations"	"neomycin, combinations"	1001
"A07AA54"	"streptomycin, combinations"	"streptomycin, combinations"	"streptomycin, combinations"	1001
"A07AB"	"szulfonamidok"	"sulfonamides"		1001
"A07AB02"	"phthalylsulfathiazole"	"phthalylsulfathiazole"	"phthalylsulfathiazole"	1001
"A07AB03"	"szulfaguanidin"	"sulfaguanidine"	"sulfaguanidine"	1001
"A07AB04"	"succinylsulfathiazole"	"succinylsulfathiazole"	"succinylsulfathiazole"	1001
"A07AC"	"imidazol származékok"	"imidazole derivatives"		1001
"A07AC01"	"miconazole"	"miconazole"	"miconazole"	1001
"A07AX"	"egyéb bélfertõtlenítõk"	"other intestinal antiinfectives"		1001
"A07AX01"	"broxyquinoline"	"broxyquinoline"	"broxyquinoline"	1001
"A07AX02"	"acetarsol"	"acetarsol"	"acetarsol"	1001
"A07AX03"	"nifuroxazide"	"nifuroxazide"	"nifuroxazide"	1001
"A07AX04"	"nifurzide"	"nifurzide"	"nifurzide"	1001
"A07AX30"	"bélfertõtlenítõ kombinációk"		"bélfert?tlenít? kombinációk"	1001
"A07B"	"bél adszorbensek"	"intestinal adsorbents"		1001
"A07BA"	"szén-készítmények"	"charcoal preparations"		1001
"A07BA01"	"aktiv szén"	"medicinal charcoal"	"orvosi aktiv szén"	1001
"A07BA51"	"medicinal charcoal, combinations"	"medicinal charcoal, combinations"	"medicinal charcoal, combinations"	1001
"A07BB"	"bizmut-készítmények"	"bismuth preparations"		1001
"A07BB19"	"bizmut-szubgallát, komb."		"bizmut-szubgallát, komb."	1001
"A07BC"	"egyéb bél adszorbensek"	"other intestinal adsorbents"		1001
"A07BC01"	"pectin"	"pectin"	"pectin"	1001
"A07BC02"	"kaolin"	"kaolin"	"kaolin"	1001
"A07BC03"	"crospovidone"	"crospovidone"	"crospovidone"	1001
"A07BC04"	"attapulgit"	"attapulgite"	"attapulgit"	1001
"A07BC05"	"diosmectite"	"diosmectite"	"diosmectite"	1001
"A07BC19"	"diosmectit"		"diosmectit"	1001
"A07BC30"	"combinations"	"combinations"	"combinations"	1001
"A07BC54"	"attapulgite, combinations"	"attapulgite, combinations"	"attapulgite, combinations"	1001
"A07C"	"elektrolitok szénhidráttal"	"electrolytes with carbohydrates"		1001
"A07CA"	"orális folyadékpótló sókészítmények"	"oral rehydration salt formulations"	"orális folyadékpótló sókészítmények"	1001
"A07D"	"bélmotilitást csökkentõ szerek"	"antipropulsives"		1001
"A07DA"	"bélmotilitást csökkentõ szerek"	"antipropulsives"		1001
"A07DA01"	"difenoxilát"	"diphenoxylate"	"difenoxilát"	1001
"A07DA02"	"opium"	"opium"	"opium"	1001
"A07DA03"	"loperamid"	"loperamide"	"loperamid"	1001
"A07DA04"	"difenoxin"	"difenoxin"	"difenoxin"	1001
"A07DA05"	"loperamide oxide"	"loperamide oxide"	"loperamide oxide"	1001
"A07DA52"	"morphine, combinations"	"morphine, combinations"	"morphine, combinations"	1001
"A07DA53"	"loperamide, combinations"	"loperamide, combinations"	"loperamide, combinations"	1001
"A07E"	"bélre ható gyulladásgátló szerek"	"intestinal antiinflammatory agents"		1001
"A07EA"	"kortikoszteroidok lokális használatra"	"corticosteroids for local use"		1001
"A07EA01"	"prednisolone"	"prednisolone"	"prednisolone"	1001
"A07EA02"	"hydrocortisone"	"hydrocortisone"	"hydrocortisone"	1001
"A07EA03"	"prednisone"	"prednisone"	"prednisone"	1001
"A07EA04"	"betamethasone"	"betamethasone"	"betamethasone"	1001
"A07EA05"	"tixocortol"	"tixocortol"	"tixocortol"	1001
"A07EA06"	"budesonide"	"budesonide"	"budesonid"	1001
"A07EA07"	"beclometasone"	"beclometasone"	"beclometasone"	1001
"A07EB"	"allergiaellenes szerek kivéve a kortikoszteroidokat"	"antiallergic agents, excl. corticosteroids"		1001
"A07EB01"	"cromoglicic acid"	"cromoglicic acid"	"cromoglicic acid"	1001
"A07EC"	"aminoszalicilsav és hasonló készítmények"	"aminosalicylic acid and similar agents"		1001
"A07EC01"	"szulfaszalazin"	"sulfasalazine"	"sulfasalazin"	1001
"A07EC02"	"meszalazin"	"mesalazine"	"mesalazin"	1001
"A07EC03"	"olszalazin"	"olsalazine"	"olsalazin"	1001
"A07EC04"	"balsalazide"	"balsalazide"	"balsalazide"	1001
"A07F"	"diarrhoea-ellenes mikro-organizmusok"	"antidiarrheal microorganisms"		1001
"A07FA"	"diarrhoea-ellenes mikro-organizmusok"	"antidiarrheal microorganisms"		1001
"A07FA01"	"diarrhoea-ellenes mikroorganizmusok"	"lactic acid producing organisms"	"diarrhoea-ellenes mikroorganizmusok"	1001
"A07FA02"	"saccharomyces boulardii"	"saccharomyces boulardii"	"saccharomyces boulardii"	1001
"A07FA51"	"lactic acid producing organisms, combinations"	"lactic acid producing organisms, combinations"	"lactic acid producing organisms, combinations"	1001
"A07X"	"egyéb hasmenés elleni szerek"	"other antidiarrheals"		1001
"A07XA"	"egyéb hasmenés elleni szerek"	"other antidiarrheals"		1001
"A07XA01"	"albumin tannate"	"albumin tannate"	"albumin tannate"	1001
"A07XA02"	"ceratonia"	"ceratonia"	"ceratonia"	1001
"A07XA03"	"calcium compounds"	"calcium compounds"	"calcium compounds"	1001
"A07XA04"	"acetorphan"	"acetorphan"	"acetorphan"	1001
"A07XA51"	"albumin tannate, combinations"	"albumin tannate, combinations"	"albumin tannate, combinations"	1001
"A08"	"fogyasztószerek a diétás készítmények kivételével"	"antiobesity preparations, excl. diet products"		1001
"A08A"	"fogyasztószerek a diétás készítmények kivételével"	"antiobesity preparations, excl. diet products"		1001
"A08AA"	"központilag ható fogyasztószerek"	"centrally acting antiobesity products"		1001
"A08AA01"	"phentermine"	"phentermine"	"phentermine"	1001
"A08AA02"	"fenfluramine"	"fenfluramine"	"fenfluramine"	1001
"A08AA03"	"amfepramone"	"amfepramone"	"amfepramone"	1001
"A08AA04"	"dexfenfluramine"	"dexfenfluramine"	"dexfenfluramine"	1001
"A08AA05"	"mazindol"	"mazindol"	"mazindol"	1001
"A08AA06"	"etilamfetamine"	"etilamfetamine"	"etilamfetamine"	1001
"A08AA07"	"cathine"	"cathine"	"cathine"	1001
"A08AA08"	"clobenzorex"	"clobenzorex"	"clobenzorex"	1001
"A08AA09"	"mefenorex"	"mefenorex"	"mefenorex"	1001
"A08AA10"	"sibutramine"	"sibutramine"	"sibutramine"	1001
"A08AA56"	"ephedrine, combinations"	"ephedrine, combinations"	"ephedrine, combinations"	1001
"A08AB"	"peripherally acting antiobesity products"	"peripherally acting antiobesity products"		1001
"A08AB01"	"orlistat"	"orlistat"	"orlistat"	1001
"A08AX"	"other antiobesity drugs"	"other antiobesity drugs"	"other antiobesity drugs"	1001
"A08AX01"	"rimonabant"	"rimonabant"	"rimonabant"	1001
"A09"	"digesztívumok beleértve az enzimkészítményeket"	"digestives, incl. enzymes"		1001
"A09A"	"digesztívumok beleértve az enzimeket"	"digestives, incl. enzymes"		1001
"A09AA"	"enzimkészítmények"	"enzyme preparations"		1001
"A09AA01"	"diastase"	"diastase"	"diastase"	1001
"A09AA02"	"multienzim kész.(lipáz, proteáz, stb.)"	"multienzymes (lipase, protease etc.)"	"multienzim készítmények (lipáz, proteáz, stb.)"	1001
"B02BX01"	"etamsilát"	"etamsylate"	"etamsylat"	1001
"B02BX02"	"carbazochrome"	"carbazochrome"	"carbazochrome"	1001
"B02BX03"	"batroxobin"	"batroxobin"	"batroxobin"	1001
"B02BX04"	"romiplostim"		"romiplostim"	1001
"B02BX05"	"eltrombopag"	"eltrombopag"	"eltrombopag"	1001
"B02BX19"	"egyéb szisztémás hemostatikumok"		"egyéb szisztémás hemostatikumok"	1001
"B03"	"vérszegénység elleni készítmények"	"antianemic preparations"		1001
"B03A"	"vaskészítmények"	"iron preparations"		1001
"B03AA"	"fe(ii) orális készítményei"	"iron bivalent, oral preparations"		1001
"B03AA01"	"ferrous glycine sulfate"	"ferrous glycine sulfate"	"ferrous glycine sulfate"	1001
"B03AA02"	"ferrous fumarate"	"ferrous fumarate"	"ferrous fumarate"	1001
"B03AA03"	"vas(ii)-glukonát"	"ferrous gluconate"	"ferrous gluconate"	1001
"B03AA04"	"ferrous carbonate"	"ferrous carbonate"	"ferrous carbonate"	1001
"B03AA05"	"ferrous chloride"	"ferrous chloride"	"ferrous chloride"	1001
"B03AA06"	"ferrous succinate"	"ferrous succinate"	"ferrous succinate"	1001
"B03AA07"	"vas(ii)-szulfát"	"ferrous sulfate"	"vas-szulfát"	1001
"B03AA08"	"ferrous tartrate"	"ferrous tartrate"	"ferrous tartrate"	1001
"B03AA09"	"ferrous aspartate"	"ferrous aspartate"	"ferrous aspartate"	1001
"B03AA10"	"ferrous ascorbate"	"ferrous ascorbate"	"ferrous ascorbate"	1001
"B03AA11"	"ferrous iodine"	"ferrous iodine"	"ferrous iodine"	1001
"B03AB"	"fe(iii) orális készítményei"	"iron trivalent, oral preparations"		1001
"B03AB01"	"ferric sodium citrate"	"ferric sodium citrate"	"ferric sodium citrate"	1001
"B03AB02"	"vas(iii)-oxid-szacharát"	"saccharated iron oxide"	"vas(iii)-oxid-szacharát"	1001
"B03AB03"	"sodium feredetate"	"sodium feredetate"	"sodium feredetate"	1001
"B03AB04"	"ferric hydroxide"	"ferric hydroxide"	"ferric hydroxide"	1001
"B03AB05"	"(vas(iii)-oxid)-polimaltóz komplex"	"dextriferron"	"dextriferron"	1001
"B03AB06"	"ferric citrate"	"ferric citrate"	"ferric citrate"	1001
"B03AB07"	"chondroitin sulfate-iron complex"	"chondroitin sulfate-iron complex"	"chondroitin sulfate-iron complex"	1001
"B03AB08"	"ferric acetyl transferrin"	"ferric acetyl transferrin"	"ferric acetyl transferrin"	1001
"B03AB09"	"ferric proteinsuccinylate"	"ferric proteinsuccinylate"	"ferric proteinsuccinylate"	1001
"B03AB49"				1001
"B03AC"	"fe parenterális készítményei"	"iron, parenteral preparations"	"fe parenterális készítményei"	1001
"B03AC01"	"dextriferron"	"dextriferron"	"dextriferron"	1001
"B03AC02"	"saccharated iron oxide"	"saccharated iron oxide"	"saccharated iron oxide"	1001
"B03AC03"	"vas(iii)-szorbit-citrát komplex"	"iron-sorbitol-citric acid complex"	"vas(iii)-szorbit-citrát komplex"	1001
"B03AC05"	"vas(ii)-szorbit-glukonát"	"ferric sorbitol gluconic acid complex"	"vas(ii)-szorbit-glukonát"	1001
"B03AC06"	"ferric oxide dextran complex"	"ferric oxide dextran complex"	"ferric oxide dextran complex"	1001
"B03AC07"	"ferric sodium gluconate complex"	"ferric sodium gluconate complex"	"ferric sodium gluconate complex"	1001
"B03AC19"	"nátrium-ferriglukonát"		"háromértékû vas, parenteralis készítmények (b03ac19)"	1001
"B03AD"	"vas és folsav kombinációi"	"iron in combination with folic acid"		1001
"B03AD01"	"ferrous amino acid complex"	"ferrous amino acid complex"	"ferrous amino acid complex"	1001
"B03AD02"	"ferrous fumarate"	"ferrous fumarate"	"ferrous fumarate"	1001
"B03AD03"	"vas(ii)-szulfát - folsav kombináció"	"ferrous sulfate"	"vas(ii)-szulfát - folsav kombináció"	1001
"B03AD04"	"dextriferron"	"dextriferron"	"dextriferron"	1001
"B03AD19"	"(vas-hidroxid)-polimaltóz komplex - folsav kombináció"		"(vas-hidroxid)-polimaltóz komplex - folsav kombináció"	1001
"B03AE"	"vas egyéb kombinációi"	"iron in other combinations"		1001
"B03AE01"	"vas, b12-vitamin és folsav komb."	"iron, vitamin b12 and folic acid"	"vas, vitamin b12 és fólsav"	1001
"B03AE02"	"iron, multivitamins and folic acid"	"iron, multivitamins and folic acid"	"iron, multivitamins and folic acid"	1001
"B03AE03"	"iron and multivitamins"	"iron and multivitamins"	"iron and multivitamins"	1001
"B03AE04"	"iron, multivitamins and minerals"	"iron, multivitamins and minerals"	"iron, multivitamins and minerals"	1001
"B03AE10"	"various combinations"	"various combinations"	"various combinations"	1001
"B03AE19"	"vaskészítmény"		"vaskészítmény"	1001
"B03AX"	"egyéb vérképzõ szerek"			1001
"B03B"	"b12-vitamin és folsav"	"vitamin b12 and folic acid"		1001
"B03BA"	"b12-vitamin (cyanocobalamin és származékai)"	"vitamin b12 (cyanocobalamin and analogues)"		1001
"B03BA01"	"cianokobalamin"	"cyanocobalamin"	"cianokobalamin"	1001
"B03BA02"	"cyanocobalamin tannin complex"	"cyanocobalamin tannin complex"	"cyanocobalamin tannin complex"	1001
"B03BA03"	"hidroxokobalamin"	"hydroxocobalamin"	"hidroxokobalamin"	1001
"B03BA04"	"cobamamide"	"cobamamide"	"cobamamide"	1001
"B03BA05"	"mecobalamine"	"mecobalamine"	"mecobalamine"	1001
"B03BA51"	"cyanocobalamin, combinations"	"cyanocobalamin, combinations"	"cyanocobalamin, combinations"	1001
"B03BA53"	"hydroxocobalamin, combinations"	"hydroxocobalamin, combinations"	"hydroxocobalamin, combinations"	1001
"B03BB"	"folsav és származékai"	"folic acid and derivatives"		1001
"B03BB01"	"folsav"	"folic acid"	"folsav"	1001
"B03BB51"	"folic acid, combinations"	"folic acid, combinations"	"folic acid, combinations"	1001
"B03X"	"egyéb vérszegénység elleni készítmények"	"other antianemic preparations"		1001
"B03XA"	"egyéb vérszegénység elleni készítmények"	"other antianemic preparations"		1001
"B03XA01"	"eritropoietin (epo)"	"erythropoietin"	"eritropoietin"	1001
"B03XA02"	"darbepoetin alfa"		"darbepoetin alfa"	1001
"B03XA03"	"methoxy polyethylene glycol-epoetin beta"	"methoxy polyethylene glycol-epoetin beta"	"metoxi-polietilén-glikol epoetin béta"	1001
"B04"	"szérum lipidszintet csökkentõ szerek"			1001
"B04A"	"koleszterin- és triglycerid-csökkentõ szerek"			1001
"B04AA"	"koleszterin és triglicerid-szint csökkentök"			1001
"B04AB"	"hmg co-a reduktáz inhibítorok"			1001
"B04AC"				1001
"B04AC02"				1001
"B04AD"	"epesavkötõk"			1001
"B04AE"	"nikotinsav és származékai"			1001
"B04AX"	"egyéb koleszterin- és triglycerid-csökkentõk"			1001
"B05"	"plazmapótlók és perfúziós oldatok"	"blood substitutes and perfusion solutions"		1001
"B05A"	"vérkészítmények és rokon termékek"	"blood and related products"	"vér és vérrel kapcsolatos készítmények"	1001
"B05AA"	"plazmapótlók és plazmaprotein frakciók"	"blood substitutes and plasma protein fractions"		1001
